class,id,reading,english,source
adj,0x02ea,座る,SIT,direct
adj,0x02da,骨,BLUE,id-prop
adj,0x030a,錆びてない,,
adj,0x0326,取り出す,REMOVE,direct
adj,0x02f9,殺して,WHITE,id-prop
adj,0x02e7,錆びた,RUSTY,direct
adj,0x0310,周りの,SMELLY,id-prop
adj,0x031f,邪悪な,,
adj,0x0329,殺す,KILL,direct
adj,0x02ec,傷つける,HURT,direct
adj,0x02f9,純粋な,WHITE,id-prop
adj,0x0316,小さい,SMALL,direct
adj,0x0319,小さな,SMALL,direct
adj,0x0319,消す,EXTINGUISH,direct
adj,0x031a,床,,
adj,0x02f9,真っ赤にやけた,WHITE,id-prop
adj,0x02f9,水に降ろして,WHITE,id-prop
adj,0x02e4,植民ちの,TROPHY,id-prop
adj,0x02e4,戦利品の,TROPHY,direct
adj,0x0324,数える,COUNT,direct
adj,0x02e2,精巧な,,
adj,0x02ef,正面の,,
adj,0x02f4,静かな,,
adj,0x0317,切る,CUT,direct
adj,0x02dc,制御,CONTROL,direct
adj,0x02e5,赤い,RED,direct
adj,0x030e,西の,RUSTY,id-prop
adj,0x032c,森,FOREST,direct
adj,0x0300,大きな,LARGE,direct
adj,0x0300,全部を,LARGE,id-prop
adj,0x02f4,全部,,
adj,0x02e1,中に入る,ENTER,direct
adj,0x02de,通れない,PUT,id-prop
adj,0x02fb,知らない,,
adj,0x031e,置いて,,
adj,0x02de,置く,PUT,direct
adj,0x0301,塚,BARROW,direct
adj,0x0321,突き刺して,TRAP,id-prop
adj,0x0321,動かして,TRAP,id-prop
adj,0x0309,登る,CLIMB,direct
adj,0x0331,板をうちつけた,BOARDED,direct
adj,0x0331,粘りけのある,BOARDED,id-prop
adj,0x032a,覗き込んで,GLASS,id-prop
adj,0x02df,燃えている,,
adj,0x02e0,爆破する,BLAST,direct
adj,0x02d9,覗く,PEEK,direct
adj,0x02f9,白い,WHITE,direct
adj,0x032d,板,BOARD,direct
adj,0x02ff,宝石をちりばめた,JEWELED,direct
adj,0x02ff,歩きまわって,JEWELED,id-prop
adj,0x0307,歩いて,OPEN UP,id-prop
adj,0x02ff,不吉な,JEWELED,id-prop
adj,0x0318,歩く,WALK,direct
adj,0x02fd,役に立たない,,
adj,0x0327,膨らませる,BLOW UP,direct
adj,0x031b,命令する,COMMAND,direct
adj,0x02fc,磨いて,JEWELED,id-prop
adj,0x032f,磨く,POLISH,direct
adj,0x02eb,立つ,STAND,direct
adj,0x031d,卵,EGG,direct
verb,0x0010,いんさつを中止する,,
verb,0x0021,むしゃむしゃ食べる,DEVOUR,direct
verb,0x0072,むしゃむしゃたべる,,
verb,0x0073,あくまばらいをする,,
verb,0x00c0,じゅもんをとなえる,,
verb,0x00ce,こんにちはと言って,,
verb,0x01c2,こんにちはといって,,
verb,0x01c3,ぺしゃんこあたまの,,
verb,0x0019,いんさつをやめる,,
verb,0x001f,あくま払いをする,,
verb,0x00bf,じゅもんを唱える,,
verb,0x00cd,およいでわたって,,
verb,0x0187,ぜんまいをまいて,,
verb,0x01ac,ぜんまいを巻いて,,
verb,0x01ad,こんにちはと言う,,
verb,0x01eb,きろくを中止する,,
verb,0x01fd,ぱいろっとらんぷ,,
verb,0x000b,りすたーとして,,
verb,0x000d,ＲＥＳＴＡＲＴ,,
verb,0x007f,くうきを抜いて,,
verb,0x009d,くうきをぬいて,,
verb,0x009e,まほうを解いて,,
verb,0x00a1,まほうをといて,,
verb,0x00a2,まほうをかける,,
verb,0x00a4,いっぱいにする,FILL,direct
verb,0x00c3,みずに降ろして,,
verb,0x00e4,みずにおろして,,
verb,0x00e5,あかりをつける,LIGHT,direct
verb,0x00f0,くうきを入れる,,
verb,0x0146,くうきをいれる,,
verb,0x0147,においをかいで,,
verb,0x017a,およいで渡って,,
verb,0x0186,およいでわたる,,
verb,0x0197,あるきまわって,,
verb,0x01a5,ぜんまいをまく,,
verb,0x01d9,じょうりくして,,
verb,0x01db,ＦＲＯＢＯＺＺ,,
verb,0x01fb,めいるぼっくす,,
verb,0x0002,くいっとして,,
verb,0x0007,ＱＵＩＴして,,
verb,0x0008,ＬＯＡＤして,,
verb,0x0012,ＳＡＶＥして,,
verb,0x0014,ＡＤＶＥＮＴ,,
verb,0x001d,へんとうする,,
verb,0x0025,おうとうする,,
verb,0x0029,こうげきする,,
verb,0x0040,こうたいする,,
verb,0x0050,ふくらませる,,
verb,0x005a,うえに乗って,,
verb,0x0062,うえにのって,,
verb,0x0064,こきゅうする,,
verb,0x006a,きれいにする,CLEAN,direct
verb,0x006d,なかに入って,,
verb,0x007d,なかにはいる,,
verb,0x0089,くうきを抜く,,
verb,0x00ac,みずをかける,,
verb,0x00b8,みずに降ろす,,
verb,0x00e7,よりかかって,,
verb,0x00e9,ひをともして,,
verb,0x00ef,てんとうする,,
verb,0x00f7,かぎを掛ける,,
verb,0x00ff,かぎをかける,,
verb,0x0100,ごうだつする,,
verb,0x015c,こうかいする,,
verb,0x0160,すきっぷする,,
verb,0x0176,においをかぐ,,
verb,0x017d,たいざいする,,
verb,0x0181,およいで渡る,,
verb,0x018b,かぎを開ける,,
verb,0x0192,かぎをあける,,
verb,0x0194,かぎをはずす,,
verb,0x019c,あるき回って,,
verb,0x01a4,あるきまわる,,
verb,0x01aa,ねじを巻いて,,
verb,0x01ab,ふりかえって,,
verb,0x01c7,のぞき込んで,,
verb,0x01ce,のぞきこんで,,
verb,0x01cf,したを覗いて,,
verb,0x01d8,したをのぞく,,
verb,0x0027,いどうする,,
verb,0x0033,うごかして,,
verb,0x0035,だき締める,,
verb,0x003d,だきしめる,,
verb,0x003e,つき刺して,,
verb,0x0045,つきさして,,
verb,0x0046,やっつける,DEFEAT,direct
verb,0x0047,きずつける,,
verb,0x004b,ばくはする,,
verb,0x0052,ふき消して,,
verb,0x0055,ふきけして,,
verb,0x0056,のり込んで,,
verb,0x005f,のりこんで,,
verb,0x0060,うえに乗る,,
verb,0x0067,ふきこんで,,
verb,0x0068,ひをつける,,
verb,0x0071,なかに入る,,
verb,0x0090,よこぎって,,
verb,0x0091,ののしって,,
verb,0x0094,はかいする,,
verb,0x00a8,とび越える,,
verb,0x00d3,とびこえる,,
verb,0x00d4,とび越して,,
verb,0x00d7,とびこして,,
verb,0x00d8,のっくする,,
verb,0x00e1,よりかかる,,
verb,0x00fb,みまわして,,
verb,0x0107,み下ろして,,
verb,0x010e,みおろして,,
verb,0x010f,ころがして,,
verb,0x011c,ひっ張って,,
verb,0x0123,ひっぱって,,
verb,0x0124,つぶやいて,,
verb,0x0127,こじ開ける,PRY,direct
verb,0x012e,こじあける,,
verb,0x012f,とり上げる,,
verb,0x0136,とりあげる,,
verb,0x0137,とり出して,,
verb,0x013a,とりだして,,
verb,0x013b,せんをする,,
verb,0x013f,もち上げる,,
verb,0x014e,もちあげる,,
verb,0x014f,ひき上げる,,
verb,0x0152,ひきあげる,,
verb,0x0153,ふりあげる,,
verb,0x0159,ふきかける,SPRITZ,direct
verb,0x017b,ふり回して,,
verb,0x018a,ふりまわす,,
verb,0x01b9,そとにでる,,
verb,0x01ba,こんにちは,,
verb,0x01c6,ふりかえる,,
verb,0x01ca,ふりむいて,,
verb,0x01cb,のぞき込む,,
verb,0x01f9,ぼうけんか,,
verb,0x0023,くわえる,,
verb,0x002b,うごかす,,
verb,0x0038,にぎって,,
verb,0x003a,ころして,,
verb,0x0042,つき刺す,,
verb,0x0049,ふき消す,,
verb,0x006c,もやして,,
verb,0x006f,のぼって,,
verb,0x0077,すわって,,
verb,0x0079,はいって,,
verb,0x007b,あるいて,,
verb,0x0081,めいじる,,
verb,0x008b,かぞえる,,
verb,0x008d,よこ切る,,
verb,0x0093,ののしる,CURSE,direct
verb,0x0096,きざんで,,
verb,0x009a,こわして,,
verb,0x00a6,ひらいて,,
verb,0x00b0,そそいで,,
verb,0x00b6,しらべる,,
verb,0x00bc,みたして,,
verb,0x00c2,みつける,,
verb,0x00c5,さがして,,
verb,0x00c7,かえして,,
verb,0x00ca,とび越す,,
verb,0x00da,しんすい,,
verb,0x00f5,み回して,,
verb,0x0106,みまわす,,
verb,0x010a,みあげる,,
verb,0x010b,み下ろす,,
verb,0x0118,とかして,,
verb,0x011a,ころがす,,
verb,0x0126,つぶやく,MUTTER,direct
verb,0x012d,ひろって,,
verb,0x0131,とり出す,,
verb,0x013d,ふさいで,,
verb,0x0141,いのって,,
verb,0x0143,かかげる,,
verb,0x0155,めくって,,
verb,0x015a,うばって,,
verb,0x015e,ならして,,
verb,0x0162,こすって,,
verb,0x0163,さわって,,
verb,0x0165,はなして,,
verb,0x016c,におって,,
verb,0x0178,およいで,,
verb,0x0183,ふり回す,,
verb,0x018d,つむいで,,
verb,0x018f,はずして,,
verb,0x0199,ほどいて,,
verb,0x019a,おこして,,
verb,0x01a1,ゆらして,,
verb,0x01a7,のぞんで,,
verb,0x01b1,さけんで,,
verb,0x01b3,どなって,,
verb,0x01b4,あたえる,,
verb,0x01bc,わたして,,
verb,0x01be,きすする,,
verb,0x01c0,ふり返る,,
verb,0x01d1,おとして,,
verb,0x01d5,しんでん,,
verb,0x01f3,とおって,,
verb,0x01f5,ＺＯＲＫ,,
verb,0x0005,おいて,,
verb,0x002d,いれる,,
verb,0x002f,なげる,,
verb,0x0031,おして,,
verb,0x0037,ずらす,SHIFT,direct
verb,0x004d,けして,,
verb,0x0058,のって,,
verb,0x005c,みがく,,
verb,0x0075,のぼる,,
verb,0x0083,とじる,,
verb,0x0085,しめる,,
verb,0x0087,わたる,,
verb,0x0098,きざむ,,
verb,0x00aa,あける,,
verb,0x00ae,ひらく,,
verb,0x00b2,のんで,,
verb,0x00b4,そそぐ,,
verb,0x00ba,みたす,,
verb,0x00c9,かえす,,
verb,0x00d0,おろす,,
verb,0x00dc,けって,,
verb,0x00df,さって,,
verb,0x00eb,つける,,
verb,0x00f2,ともす,,
verb,0x00f9,かける,,
verb,0x0103,み回す,,
verb,0x0114,ぬって,,
verb,0x0116,つくる,,
verb,0x011e,ひって,,
verb,0x0120,まわす,,
verb,0x0133,ふさぐ,,
verb,0x014b,めくる,FLIP,direct
verb,0x0167,なでる,PET,direct
verb,0x0168,つげる,,
verb,0x016a,はなす,,
verb,0x016e,よんで,,
verb,0x0170,ふって,,
verb,0x0172,はねる,,
verb,0x0174,におう,,
verb,0x017f,およぐ,,
verb,0x019e,おこす,,
verb,0x01a9,のぞむ,,
verb,0x01d3,おとす,,
verb,0x01f1,たたく,TAP,direct
verb,0x0111,よむ,,
verb,0x0149,いう,,
verb,0x01b6,さす,,
verb,0x01ae,ゼンマイを巻いて,,
verb,0x01af,リスタートする,,
verb,0x000a,リスタートして,,
verb,0x000c,カギをはずして,,
verb,0x0198,ゼンマイをまく,,
verb,0x0006,パンクさせる,PUNCTURE,direct
verb,0x00ab,カギを掛ける,,
verb,0x0101,カギをかける,,
verb,0x0102,オデッセウス,,
verb,0x0175,スプレーする,SPRAY,direct
verb,0x017c,カギを開ける,,
verb,0x0193,カギをあける,,
verb,0x0195,カギをはずす,,
verb,0x0011,セーブして,,
verb,0x0013,バージョン,,
verb,0x00e0,ロックする,LOCK UP,direct
verb,0x00fc,オデッセー,,
verb,0x01bf,フロボズ,,
verb,0x00be,印刷を中止する,,
verb,0x0020,悪魔払いをする,EXORCISE,direct
verb,0x00bd,印刷をやめる,,
verb,0x001e,引っ張って,,
verb,0x0121,引っぱって,,
verb,0x0122,引き上げる,HOIST,direct
verb,0x0150,引きあげる,,
verb,0x0151,印刷する,,
verb,0x001c,移動する,MOVE,direct
verb,0x0032,引っ張る,TUG,direct
verb,0x0039,飲んで,,
verb,0x00b3,引いて,,
verb,0x011f,一つ目,,
verb,0x0185,火を灯もして,,
verb,0x00ed,火をともして,,
verb,0x00ee,泳いで渡って,,
verb,0x0184,泳いでわたる,,
verb,0x01d7,火をつける,IGNITE,direct
verb,0x0070,火を灯して,,
verb,0x00ec,火を灯もす,,
verb,0x01d6,下をのぞく,,
verb,0x0028,横切って,,
verb,0x008e,横ぎって,,
verb,0x008f,下ろして,,
verb,0x00dd,火を灯す,BURN,direct
verb,0x002a,押して,,
verb,0x0036,横切る,CROSS,direct
verb,0x00a5,下げる,LET DOWN,direct
verb,0x00db,下ろす,LOWER,direct
verb,0x0125,演じる,PLAY,direct
verb,0x013c,泳いで,,
verb,0x0182,隠し扉,,
verb,0x00e8,巻かれている,,
verb,0x01b7,外にでる,,
verb,0x01b8,開ける,OPEN,direct
verb,0x00ad,開いて,,
verb,0x00af,巻いて,,
verb,0x011d,乾燥機,,
verb,0x01fc,空気を抜いて,,
verb,0x009b,空気をぬいて,,
verb,0x009c,空気を入れる,INFLATE,direct
verb,0x0144,空気をいれる,,
verb,0x0145,記録をやめる,,
verb,0x01fa,祈りのことば,,
verb,0x015b,起こして,,
verb,0x01a0,記録する,,
verb,0x01f8,祈祷ぶん,,
verb,0x00ea,祈って,,
verb,0x0142,起こす,WAKE,direct
verb,0x01b2,祈祷文,,
verb,0x0196,鍵を掛ける,LOCK,direct
verb,0x00fd,鍵をかける,,
verb,0x00fe,見まわして,,
verb,0x0105,見下ろして,,
verb,0x010c,見おろして,,
verb,0x010d,鍵を開ける,UNLOCK,direct
verb,0x0190,鍵をあける,,
verb,0x0191,鍵をはずす,UNDO LOCK,direct
verb,0x004f,呼吸する,BREATHE,direct
verb,0x0069,見つける,FIND,direct
verb,0x00c4,見回して,,
verb,0x0104,見まわす,,
verb,0x0108,見あげる,,
verb,0x0109,見下ろす,LOOK DOWN,direct
verb,0x015f,血塗れの,,
verb,0x004e,掘って,,
verb,0x00b1,見回す,LOOK AROUND,direct
verb,0x0154,言って,,
verb,0x016d,呼んで,,
verb,0x016f,結んで,,
verb,0x018c,固まり,,
verb,0x0110,言う,SAY,direct
verb,0x000e,再すたーとする,,
verb,0x000f,航海にてきした,,
verb,0x003f,降ろして,,
verb,0x00d9,混乱した,,
verb,0x0074,座って,,
verb,0x0078,行って,,
verb,0x0082,刻んで,,
verb,0x0099,降ろす,,
verb,0x0117,塞いで,,
verb,0x0140,告げる,TELL,direct
verb,0x0169,細長い,,
verb,0x00cc,呪文を唱える,CAST,direct
verb,0x00cb,取り上げる,SNATCH,direct
verb,0x0134,取りあげる,,
verb,0x0135,取り出して,,
verb,0x0138,取りだして,,
verb,0x0139,持ち上げる,LIFT,direct
verb,0x014c,持ちあげる,,
verb,0x014d,自由にする,FREE,direct
verb,0x019b,自分自信の,,
verb,0x0041,呪って,,
verb,0x0095,取って,,
verb,0x0132,捨てる,DISCARD,direct
verb,0x01d2,刺して,,
verb,0x01f0,手すり,,
verb,0x0018,臭いをかいで,,
verb,0x0179,乗り込んで,,
verb,0x005d,乗りこんで,,
verb,0x005e,上に乗って,,
verb,0x0061,上にのって,,
verb,0x0063,臭いをかぐ,SMELL,direct
verb,0x004a,乗り込む,BOARD,direct
verb,0x01da,書き込み,,
verb,0x0057,乗って,,
verb,0x005b,蹴って,,
verb,0x00de,拾って,,
verb,0x0130,上げる,RAISE,direct
verb,0x014a,臭って,,
verb,0x0177,勝って,,
verb,0x01a8,焼けた,,
verb,0x01b5,上陸,LAND,direct
verb,0x00e2,水におろして,,
verb,0x00e3,振りまわして,,
verb,0x0189,振りかえって,,
verb,0x01c5,吹き消して,,
verb,0x0053,吹きけして,,
verb,0x0054,吹き込んで,,
verb,0x0065,吹きこんで,,
verb,0x0066,水をかける,DOUSE,direct
verb,0x00b7,水に降ろす,SET AFLOAT,direct
verb,0x0156,振り挙げる,,
verb,0x0157,振りあげる,,
verb,0x0158,振り回して,,
verb,0x0188,振りまわす,,
verb,0x01c4,振りかえる,,
verb,0x01c8,振りむいて,,
verb,0x01c9,静かにしろ,,
verb,0x0001,吹き消す,BLOW OUT,direct
verb,0x00e6,栓をする,PLUG,direct
verb,0x013e,振り回す,WAVE,direct
verb,0x008c,切って,,
verb,0x0097,食べる,EAT,direct
verb,0x00b9,触って,,
verb,0x0164,触れる,FEEL,direct
verb,0x0166,振って,,
verb,0x0171,水漏れ,,
verb,0x01ea,滞在する,STAY,direct
verb,0x0180,打って,,
verb,0x004c,捜して,,
verb,0x00c6,待って,,
verb,0x019d,船乗り,,
verb,0x007e,中に入って,,
verb,0x007c,中にはいる,,
verb,0x00d1,跳びこえる,,
verb,0x00d2,跳び越して,,
verb,0x00d5,跳びこして,,
verb,0x00d6,彫刻された,,
verb,0x002c,叩いて,,
verb,0x0048,注いで,,
verb,0x00b5,調べる,EXAMINE,direct
verb,0x00bb,追って,,
verb,0x00c8,跳んで,,
verb,0x00cf,聴いて,,
verb,0x00fa,奪って,,
verb,0x015d,跳ねる,HOP,direct
verb,0x0173,叩いて,,
verb,0x01f2,通って,,
verb,0x01f4,追剥ぎ,,
verb,0x0148,奪う,SEIZE,direct
verb,0x0043,突きさして,,
verb,0x0044,日焼けした,,
verb,0x0034,突き刺す,PIERCE,direct
verb,0x00f4,点灯する,ILLUMINATE,direct
verb,0x00f6,転がして,,
verb,0x011b,道具ばこ,,
verb,0x0022,入れる,INSERT,direct
verb,0x002e,投げる,THROW,direct
verb,0x0030,動かす,BUDGE,direct
verb,0x0076,入って,,
verb,0x007a,渡って,,
verb,0x0092,突いて,,
verb,0x00a9,点ける,TURN ON,direct
verb,0x00f1,灯して,,
verb,0x00f3,灯もす,,
verb,0x0113,塗って,,
verb,0x0115,転がす,ROLL,direct
verb,0x01bd,鉄格子,,
verb,0x01cc,覗きこんで,,
verb,0x01cd,燃えつきた,,
verb,0x0051,燃やして,,
verb,0x006e,破壊する,DESTROY,direct
verb,0x00a7,覗き込む,PEER,direct
verb,0x01d0,美術品,PAINTING,direct
verb,0x01a3,抱き締める,,
verb,0x003b,抱きしめる,HUG,direct
verb,0x003c,歩き回って,,
verb,0x01a2,歩きまわる,,
verb,0x0024,返事する,REPLY,direct
verb,0x0026,歩き回る,WANDER,direct
verb,0x0080,閉じる,SHUT,direct
verb,0x0084,閉める,CLOSE,direct
verb,0x0086,聞いて,,
verb,0x00f8,宝石の,,
verb,0x009f,魔法をといて,,
verb,0x00a0,魔法をかける,ENCHANT,direct
verb,0x00a3,目に見えない,,
verb,0x0059,魔法を解く,DISENCHANT,direct
verb,0x0088,満たして,,
verb,0x00c1,鳴らして,,
verb,0x0161,膨らんだ,,
verb,0x006b,命じる,ORDER,direct
verb,0x008a,満たす,FILL UP,direct
verb,0x018e,望んで,,
verb,0x01b0,冒険家,,
verb,0x0119,揺らして,,
verb,0x01a6,落として,,
verb,0x01d4,郵便受け,,
verb,0x017e,揺らす,ROCK,direct
verb,0x01bb,落とす,DROP,direct
verb,0x016b,話す,TALK,direct
verb-te,0x0021,いんさつを中止して,,
verb-te,0x0072,むしゃむしゃ食べて,,
verb-te,0x0073,むしゃむしゃたべて,,
verb-te,0x00c0,あくまばらいをして,,
verb-te,0x00ce,じゅもんをとなえて,,
verb-te,0x001f,いんさつをやめて,,
verb-te,0x00bf,あくま払いをして,,
verb-te,0x00cd,じゅもんを唱えて,,
verb-te,0x01c2,こんにちはという,,
verb-te,0x01c3,おおごえをあげる,,
verb-te,0x01eb,おおごえをあげて,,
verb-te,0x01fd,きろくを中止して,,
verb-te,0x000b,りすたーとして,,
verb-te,0x0010,ＶＥＲＳＩＯＮ,,
verb-te,0x001b,なかにはいって,,
verb-te,0x00a4,まほうをかけて,,
verb-te,0x00c3,いっぱいにして,,
verb-te,0x00f0,あかりをつけて,,
verb-te,0x0146,くうきを入れて,,
verb-te,0x0147,くうきをいれて,,
verb-te,0x0187,かぎをはずして,,
verb-te,0x01ac,ぜんまいを巻く,WIND,direct
verb-te,0x01ad,したをのぞいて,,
verb-te,0x01ef,きろくをやめる,,
verb-te,0x01fb,きろくをやめて,,
verb-te,0x0002,しんだんして,,
verb-te,0x0019,いんさつする,,
verb-te,0x001d,いんさつして,,
verb-te,0x0025,へんとうして,,
verb-te,0x0029,おうとうして,,
verb-te,0x0040,こうげきして,,
verb-te,0x0050,こうたいして,,
verb-te,0x005a,ふくらませて,,
verb-te,0x006a,こきゅうして,,
verb-te,0x006d,きれいにして,,
verb-te,0x007f,めいれいする,,
verb-te,0x0089,めいれいして,,
verb-te,0x009d,くうきをぬく,,
verb-te,0x009e,まほうを解く,,
verb-te,0x00a1,まほうをとく,,
verb-te,0x00a2,ぱんくさせる,,
verb-te,0x00ac,ぱんくさせて,,
verb-te,0x00b8,みずをかけて,,
verb-te,0x00e4,みずにおろす,,
verb-te,0x00e5,しんすいして,,
verb-te,0x00f7,てんとうして,,
verb-te,0x00ff,かぎを掛けて,,
verb-te,0x0100,かぎをかけて,,
verb-te,0x015c,ごうだつして,,
verb-te,0x0160,こうかいして,,
verb-te,0x0176,すきっぷして,,
verb-te,0x017a,すぷれーする,,
verb-te,0x017d,すぷれーして,,
verb-te,0x0181,たいざいして,,
verb-te,0x0186,ふりまわして,,
verb-te,0x0192,かぎを開けて,,
verb-te,0x0194,かぎをあけて,,
verb-te,0x0197,じゆうにする,,
verb-te,0x019c,じゆうにして,,
verb-te,0x01a5,ねじをまいて,,
verb-te,0x01d9,たからの部屋,,
verb-te,0x01de,たからのへや,,
verb-te,0x01df,しずかにしろ,,
verb-te,0x01e9,くうきぽんぷ,,
verb-te,0x000d,ＳＣＯＲＥ,,
verb-te,0x0016,へんじする,,
verb-te,0x0027,へんじして,,
verb-te,0x0033,いどうして,,
verb-te,0x003d,だき締めて,,
verb-te,0x003e,だきしめて,,
verb-te,0x0047,やっつけて,,
verb-te,0x004b,きずつけて,,
verb-te,0x0052,ばくはして,,
verb-te,0x0062,うえにのる,,
verb-te,0x0064,ふき込んで,,
verb-te,0x0071,ひをつけて,,
verb-te,0x007d,よこ切って,,
verb-te,0x00a8,はかいして,,
verb-te,0x00d3,とび越えて,,
verb-te,0x00d4,とびこえて,,
verb-te,0x00e1,のっくして,,
verb-te,0x00e9,ひをともす,,
verb-te,0x00ef,ろっくする,,
verb-te,0x00fb,ろっくして,,
verb-te,0x012e,こじ開けて,,
verb-te,0x012f,こじあけて,,
verb-te,0x0136,とり上げて,,
verb-te,0x0137,とりあげて,,
verb-te,0x013f,せんをして,,
verb-te,0x014e,もち上げて,,
verb-te,0x014f,もちあげて,,
verb-te,0x0152,ひき上げて,,
verb-te,0x0153,ひきあげて,,
verb-te,0x0159,ふりあげて,,
verb-te,0x017b,ふきかけて,,
verb-te,0x018b,あるき回る,,
verb-te,0x01a4,ねじをまく,,
verb-te,0x01aa,ねじを巻く,WIND UP,direct
verb-te,0x01ab,そとに出る,,
verb-te,0x01b9,そとに出て,,
verb-te,0x01ba,そとにでて,,
verb-te,0x01c1,ふり返って,,
verb-te,0x01c7,ふり向いて,,
verb-te,0x01ce,のぞきこむ,,
verb-te,0x01cf,したを覗く,,
verb-te,0x01d8,じょうりく,,
verb-te,0x01db,きろくする,,
verb-te,0x01f9,きろくして,,
verb-te,0x0007,ＱＵＩＴ,,
verb-te,0x0008,ＬＯＡＤ,,
verb-te,0x0012,ＳＡＶＥ,,
verb-te,0x0014,こたえる,,
verb-te,0x0023,こたえて,,
verb-te,0x002b,くわえて,,
verb-te,0x0035,ずらして,,
verb-te,0x0045,つきさす,,
verb-te,0x0046,たたいて,,
verb-te,0x0055,ふきけす,,
verb-te,0x0056,のり込む,,
verb-te,0x005f,のりこむ,,
verb-te,0x0060,ふき込む,,
verb-te,0x0067,ふきこむ,,
verb-te,0x0068,みがいて,,
verb-te,0x008b,めいじて,,
verb-te,0x008d,かぞえて,,
verb-te,0x0090,よこぎる,,
verb-te,0x0091,わたって,,
verb-te,0x0094,のろって,,
verb-te,0x00bc,しらべて,,
verb-te,0x00c5,みつけて,,
verb-te,0x00d7,とびこす,,
verb-te,0x00d8,おろして,,
verb-te,0x00e7,ともして,,
verb-te,0x0107,み上げる,,
verb-te,0x010a,み上げて,,
verb-te,0x010b,みあげて,,
verb-te,0x010e,みおろす,,
verb-te,0x010f,つくって,,
verb-te,0x011c,ひっ張る,,
verb-te,0x0123,ひっぱる,,
verb-te,0x0124,まわして,,
verb-te,0x0127,つついて,,
verb-te,0x013a,とりだす,,
verb-te,0x013b,えんじる,,
verb-te,0x013d,えんじて,,
verb-te,0x0155,かかげて,,
verb-te,0x018a,むすんで,,
verb-te,0x01bc,あたえて,,
verb-te,0x01c0,きすして,,
verb-te,0x01c6,ふり向く,,
verb-te,0x01ca,ふりむく,,
verb-te,0x01cb,のぞいて,,
verb-te,0x01e3,うるさい,BE LOUD,direct
verb-te,0x01e5,たたいて,,
verb-te,0x01f7,こうこく,,
verb-te,0x0005,やめて,,
verb-te,0x002f,いれて,,
verb-te,0x0031,なげて,,
verb-te,0x0038,にぎる,,
verb-te,0x003a,ころす,,
verb-te,0x0042,たたく,TAP,direct
verb-te,0x0049,うって,,
verb-te,0x006c,もやす,,
verb-te,0x006f,おりる,,
verb-te,0x0075,おりて,,
verb-te,0x0077,すわる,,
verb-te,0x0079,はいる,,
verb-te,0x007b,あるく,,
verb-te,0x0081,いって,,
verb-te,0x0085,とじて,,
verb-te,0x0087,しめて,,
verb-te,0x0093,のろう,,
verb-te,0x0096,きって,,
verb-te,0x009a,こわす,,
verb-te,0x00a6,ついて,,
verb-te,0x00ae,あけて,,
verb-te,0x00b0,ほって,,
verb-te,0x00b6,たべる,,
verb-te,0x00ba,たべて,,
verb-te,0x00c2,さがす,,
verb-te,0x00c7,おって,,
verb-te,0x00ca,とんで,,
verb-te,0x00da,さげる,,
verb-te,0x00dc,さげて,,
verb-te,0x00f2,つけて,,
verb-te,0x00f5,きいて,,
verb-te,0x0103,かけて,,
verb-te,0x0106,よんで,,
verb-te,0x0118,とかす,,
verb-te,0x011a,まいて,,
verb-te,0x0126,つつく,PROD,direct
verb-te,0x012d,ひろう,,
verb-te,0x0131,とって,,
verb-te,0x0141,いのる,,
verb-te,0x0143,あげる,,
verb-te,0x014b,あげて,,
verb-te,0x015a,うばう,,
verb-te,0x015e,ならす,,
verb-te,0x0162,こする,RUB,direct
verb-te,0x0163,さわる,,
verb-te,0x0165,ふれる,,
verb-te,0x0167,ふれて,,
verb-te,0x0168,なでて,,
verb-te,0x016a,つげて,,
verb-te,0x016c,いって,,
verb-te,0x0174,はねて,,
verb-te,0x0178,たって,,
verb-te,0x0183,むすぶ,,
verb-te,0x018d,つむぐ,,
verb-te,0x018f,はずす,DETACH,direct
verb-te,0x0199,ほどく,UNTIE,direct
verb-te,0x019a,まって,,
verb-te,0x01a1,ゆらす,,
verb-te,0x01a7,かって,,
verb-te,0x01b1,さけぶ,,
verb-te,0x01b3,どなる,YELL,direct
verb-te,0x01b4,わたす,,
verb-te,0x01be,のぞく,,
verb-te,0x01d1,すてる,,
verb-te,0x01d3,すてて,,
verb-te,0x01d5,じいん,,
verb-te,0x01e1,えこー,,
verb-te,0x01e4,だまれ,,
verb-te,0x01e7,ＢＵＧ,,
verb-te,0x01ed,さして,,
verb-te,0x01f3,とおる,,
verb-te,0x01f5,ぞーく,,
verb-te,0x01f6,くうき,,
verb-te,0x002d,おす,,
verb-te,0x0037,うつ,,
verb-te,0x004d,けす,,
verb-te,0x0058,のる,,
verb-te,0x005c,いく,,
verb-te,0x0083,きる,,
verb-te,0x0098,つく,,
verb-te,0x00aa,ほる,,
verb-te,0x00b2,のむ,,
verb-te,0x00b4,おう,,
verb-te,0x00c9,とぶ,,
verb-te,0x00d0,ける,,
verb-te,0x00df,さる,,
verb-te,0x00eb,きく,,
verb-te,0x00f9,みる,,
verb-te,0x0111,みて,,
verb-te,0x0114,ぬる,,
verb-te,0x0116,まく,,
verb-te,0x011e,ひく,,
verb-te,0x0120,とる,,
verb-te,0x0133,きる,,
verb-te,0x0149,きて,,
verb-te,0x016e,よぶ,,
verb-te,0x0170,ふる,,
verb-te,0x0172,たつ,,
